,Datetime,Text
0,2020-09-14 23:59:59+00:00,@realDonaldTrump #BountyGate #RonJohnsonIsARussianAsset
1,2020-09-14 23:59:59+00:00,"The National anthem is not played at funerals, that’s called taps! The anthem symbolizes the birth of Democracy. We have a holiday called Memorial Day to reflect on all those that served and gave their lives. The far right has perverted the anthem into a test of patriotism."
2,2020-09-14 23:59:59+00:00,
3,2020-09-14 23:59:59+00:00,"I'm old enough to remember when Al Gore said the arctic would be all melted by now, all the polar bears would be dead and Florida would be underwater. Weird how people that swear this is an existential threat are buying oceanfront mansions."
4,2020-09-14 23:59:59+00:00,"Same dumbfuck that ran the USFL into the ground and tried to buy the Bills? That Donald Trump? Yes, he clearly hates football "
5,2020-09-14 23:59:59+00:00,No one is encouraging that. Your koolaid breath is fierce. Have a mint.
6,2020-09-14 23:59:59+00:00,@realDonaldTrump 
7,2020-09-14 23:59:59+00:00,Have I told you lately that #NobodyLikesYou ?
8,2020-09-14 23:59:59+00:00,"Cubans Representing. #Cubans4Trump pull off a Massive Caravan in support of @realDonaldTrump 4,000+ Vehicles. Check out these awesome aerial drone shots. IT'S YUGE #Cubans4Trump #LatinosForTrump #HispanicsForTrump"
9,2020-09-14 23:59:59+00:00,Ur a proven liar at this point. I've got nothing else to say to u.
10,2020-09-14 23:59:59+00:00,All this NARCISSISM is becoming boring!!!!!
11,2020-09-14 23:59:59+00:00,@POTUS @realDonaldTrump it's time to prove yourself to @LindseyGrahamSC and the country. Release your tax returns.
12,2020-09-14 23:59:58+00:00,"That one lady did, even while handcuffed!"
13,2020-09-14 23:59:58+00:00,Good he's out of California.
14,2020-09-14 23:59:58+00:00,@realDonaldTrump DONALD TRUMP = CRIMINAL!
15,2020-09-14 23:59:58+00:00,Since No wall has been built by Trump and Mexico is Not going to pay for it. Not sure how we are saving billons.
16,2020-09-14 23:59:58+00:00,
17,2020-09-14 23:59:58+00:00,You're gonna get crushed 
18,2020-09-14 23:59:58+00:00,"Cool, you are throwing your support to Donald Trump."
19,2020-09-14 23:59:58+00:00,Go back to sleep Johnny !
20,2020-09-14 23:59:58+00:00,You had 40 years to act on climate!!!!!!!! #DoNothingBiden
21,2020-09-14 23:59:58+00:00,"The bottom line is 200,000 are dead from Covid. We have 25% of worldwide deaths but only 4% of the population. Donald trump is guilty of genocide."
22,2020-09-14 23:59:58+00:00,@JoeBiden Are you going to do the @joerogan debate with @realDonaldTrump? If you cant do this with joe rogan at the helm you cant have my vote. Joe is fair and i believe he represents what most Americans want to ask. #JoeRoganDebate
23,2020-09-14 23:59:58+00:00,I wouldn't watch a Trump sponsored worm wrestle.
24,2020-09-14 23:59:58+00:00,وانت شنو ناطق بأسم الخليج لو بوق لترامب..؟
25,2020-09-14 23:59:57+00:00,"Hiden’s Social media team. Go wake up old Joe and tell him he’s not fit, mentally, to be our president."
26,2020-09-14 23:59:57+00:00,@realDonaldTrump @RickyDiggs Hey I just blocked the NHL from posting on my Twitter feed. It felt good to fire back at Twitter for suspending me.
27,2020-09-14 23:59:57+00:00,If I’m not mistaken 9/11 was on a Friday. There is no football on Fridays.
28,2020-09-14 23:59:57+00:00,She’s a massive two faced fraud
29,2020-09-14 23:59:57+00:00,"Governor,it’s not climate change,it’s people who throw Molotov cocktails! It’s called forestry management like they used to do,where they kept forest cleaned! When people knew what they were doing,instead of just blaming others!"
30,2020-09-14 23:59:57+00:00,All the other asshats out there
31,2020-09-14 23:59:57+00:00,#TrumpIsARapist
32,2020-09-14 23:59:57+00:00,Floridians struggling to pay off outstanding fees and fines associated with their felony convictions before they register to vote. Source ~ https://amp.cnn.com/cnn/2020/07/25/politics/lebron-james-florida-voting-rights-felons/index.html @KingJames @Dame_Lillard @TuckerCarlson @seanhannity @IvankaTrump @realNDWalsch @realDonaldTrump @thomhartmann ..
33,2020-09-14 23:59:56+00:00,"He absolutely mentioned them, have u watched any news or press conferences?"
34,2020-09-14 23:59:56+00:00,Did you put judges in those states also??
35,2020-09-14 23:59:56+00:00,"The ""Lincoln Project"" is a Fraud"
36,2020-09-14 23:59:56+00:00, 
37,2020-09-14 23:59:56+00:00,@realDonaldTrump 
38,2020-09-14 23:59:56+00:00,When does your porn film come out?
39,2020-09-14 23:59:56+00:00,The tougher the leaders the better you get along with them? Yeah right. You fold like a cheap suit in front of Putin and you kissed more KJU ass than any political prisoner in a Pyongyang prison camp.
40,2020-09-14 23:59:56+00:00,Agreed. @realDonaldTrump 
41,2020-09-14 23:59:56+00:00,Well according to @realDonaldTrump prices have been reduced. 
42,2020-09-14 23:59:55+00:00,"wow! Joe Biden can solve climate change. A guy, who achieved nothing in his entire career, now is claiming that he is gonna solve the most challenging issue in this world."
43,2020-09-14 23:59:55+00:00,.@realDonaldTrump is consistent in his ability to conflate untruths to get across a particular point. 
44,2020-09-14 23:59:55+00:00,"Nothing new from Trump.Still pushing his Hillary email How many years has he been peddling the same old drug? No prosecution ,no jail,no http://crime.Case solved.Trump meanwhile commits treason by selling American soldiers to Russian paid bounty killers,"
45,2020-09-14 23:59:55+00:00,"Well, by all means, if both you and the kid's lawyers say it's true, why in the world would anyone question that? It's obvious you've got all your mental faculties perfectly intact. "
46,2020-09-14 23:59:55+00:00,"What about lowering the national debt too? So if you want to even stop adding to the debt we would need to cut militarily/defense spending entirely, and with that cut how are you gonna funnel some of that money if there isn’t any? I also said lower taxes not keep them the same."
47,2020-09-14 23:59:54+00:00,Do you even know what climate change is @JoeBiden ?
48,2020-09-14 23:59:54+00:00,ARREST TRUMP FOR NEGLIGENT HOMICIDE AS HE TELLS FANS COME TO THE RALLIES AND DO NOT WEAR A MASK
49,2020-09-14 23:59:54+00:00,@realDonaldTrump This is still happening AFTER your EO. Who is responsible for this continuing after you banned the government from teaching this rot? Heads should roll. 
50,2020-09-14 23:59:54+00:00,"Ahh, all of those casinos that didn’t go into bankruptcy ! Suckers…losers "
51,2020-09-14 23:59:54+00:00,NO. You vote once and In Person.
52,2020-09-14 23:59:54+00:00,"Yo, challenge @realDonaldTrump next"
53,2020-09-14 23:59:54+00:00,You need to do some research and stop using Facebook as a source. Science isn’t political.
54,2020-09-14 23:59:54+00:00,"Hyperbole reeks of desperation. How exactly is the ""radical left"" attempting to throw out the Constitution? And *who* is the radical left? We have real issues with Trump's attack on justice happening right now. You're ok with that? #FactsMatter"
55,2020-09-14 23:59:54+00:00,Lol
56,2020-09-14 23:59:54+00:00, 
57,2020-09-14 23:59:53+00:00,Thank you racist-in-chief
58,2020-09-14 23:59:53+00:00,"Sure, #JoeBiden it’s all Trump’s fault. #Election2020 it’s not like you’ve had 47 years in Govt incl 8 years as VP to do something about what you are talking about."
59,2020-09-14 23:59:53+00:00,حبيبي استاذ غيث (لعبت) مو (لعبة)
60,2020-09-14 23:59:53+00:00,Casi te creo jajajjajaj tira jajaj
61,2020-09-14 23:59:53+00:00,each county is fairly
62,2020-09-14 23:59:53+00:00,Why? Why should she be ashamed?
63,2020-09-14 23:59:53+00:00,Joe Rogan sir!
64,2020-09-14 23:59:53+00:00,How are they useful when you are not even respectful enough to read my comment or even who I’m tweeting. You are always off in left field. You just told me Donald Trump had been dead for years. Earlier you were way off on the subject. Your not smart enough to correct me. Facts!
65,2020-09-14 23:59:53+00:00,Why don't you offer a case of Vodka to vote in support of anything pro America?? 
66,2020-09-14 23:59:52+00:00,Like when your jack booted thugs appear and shoot them with tear gas and rubber bullets then throw them in the back of an unmarked van?
67,2020-09-14 23:59:52+00:00,TYT IS FAKE NEWS!! TYT Censors ALL REAL AMERICANS!! TYT FAKE NEWS
68,2020-09-14 23:59:52+00:00,"He's the President of USA, not Middle East... where's our peace agreement?"
69,2020-09-14 23:59:52+00:00,50 states for @realDonaldTrump
70,2020-09-14 23:59:52+00:00,"Can you find the correct locker room, you perv?"
71,2020-09-14 23:59:52+00:00,Republican is the best political party in America and in the world vote for Donald J Trump vote for Republicans together we make America great again
72,2020-09-14 23:59:52+00:00,What a joke! @realDonaldTrump would run circles around #BidenHarris2020
73,2020-09-14 23:59:52+00:00,"Food for thought ... Joe has Jill and Kamala smartly making his case, while Donald has only Mike, failing to emulate Trump’s style."
74,2020-09-14 23:59:52+00:00,"Why don't u say that about @realDonaldTrump? He always votes by mail, even if down the street from where the polling site is. As a candidate went to 3 polling sites, wasn't on any so voted by mail sitting in front of a polling station in a limo with Billy Bush. #TrumpIsALoser"
75,2020-09-14 23:59:51+00:00,You don’t like that he approved 250 million dollars in funding for historically black colleges? Or that he didn’t start a new war? Well what do you like? You haven’t provided any reason why you even exercise your right to vote since all you care about is... well idk still
76,2020-09-14 23:59:51+00:00,How many Russians?
77,2020-09-14 23:59:51+00:00,Esse é mais legal:
78,2020-09-14 23:59:51+00:00,And again and again
79,2020-09-14 23:59:51+00:00,"Why people cannot understand this is beyond my comprehension. @realDonaldTrump , Why can’t you understand this? "
80,2020-09-14 23:59:51+00:00,BS!
81,2020-09-14 23:59:51+00:00,"And don't forget Biden said he is ""going to beat Joe Biden"" when he was much more mentally cognitive than he is now. Naturally Clueless Joe."
82,2020-09-14 23:59:51+00:00,"looks like i was wrong on this one, my bad."
83,2020-09-14 23:59:51+00:00,"You seem really bothered by this ad of your own quotes. More than by the deaths of nearly 200,000 #Amerixans that died due to your incompetence.... Hope no one floods your TL with it."
84,2020-09-14 23:59:51+00:00,Botsa-Palooza #DogComms #DogLovers #ClownTrollBot
85,2020-09-14 23:59:51+00:00,Seems trump had difficulty a while back. 
86,2020-09-14 23:59:51+00:00,"Do I need to explain? A Democrat in office is a socialist in office, Bidens a puppet for the radical left. The beginning of the end for America!"
87,2020-09-14 23:59:51+00:00,No man needs to try and seek the ideologies of God.
88,2020-09-14 23:59:51+00:00,
89,2020-09-14 23:59:51+00:00,BAM! 
90,2020-09-14 23:59:51+00:00,"Remember that time when @realDonaldTrump had to rescue basketball players from USA in China prison? They thought you could be a thief in China, like they do in USA"
91,2020-09-14 23:59:50+00:00,Another trump ballwasher
92,2020-09-14 23:59:50+00:00,"And we must go to the polls to vote for President Trump, vote early!"
93,2020-09-14 23:59:50+00:00,@KateBrownForOR did the same... jack@$$@JayInslee .... he is as ignorant as always!! #VoteThemAllOut
94,2020-09-14 23:59:50+00:00,
95,2020-09-14 23:59:50+00:00,@realDonaldTrump is currently POTUS so this is #TrumpsAmerica. He can’t blame anything on anybody else!
96,2020-09-14 23:59:50+00:00,"""Real Power IS -- Fear."" ~quote Forrest Trump ~ ""So fear me and ""protest"" some other time!"" #Vote"
97,2020-09-14 23:59:50+00:00,
98,2020-09-14 23:59:49+00:00,Where are your tax returns @realDonaldTrump ?
99,2020-09-14 23:59:49+00:00,"Biden can’t beat him, hate to be the one to tell you/"
100,2020-09-14 23:59:49+00:00,Hope this hot potato land right in Donald Trumps lap.
101,2020-09-14 23:59:49+00:00,Soon
102,2020-09-14 23:59:49+00:00,
103,2020-09-14 23:59:49+00:00,It’s been time
104,2020-09-14 23:59:49+00:00,#EVICTDonaldTrump
105,2020-09-14 23:59:49+00:00,"https://en.wikipedia.org/wiki/Mike_Cernovich ""During the 2016 United States presidential campaign, Cernovich saw Donald Trump as a kindred spirit."" Why would he EVER make a documentary to prove everything Trump says to be true... hmmmmmmm fake news REEEEEEEEEEEEE"
106,2020-09-14 23:59:49+00:00,My friend Daniel was with his daughter at the po in north highlands. Was complimented on the quality hooker he gad had obtained. Told the guy its my daughter
107,2020-09-14 23:59:49+00:00,@CNN @FOXTV @Forbes @NBCNews @ABC @CBSNews @nytimes @seattletimes @washingtonpost @guardian @WSJ @USATODAY @politvidchannel @ABC @Reuters @BarackObama @JoeBiden @MichelleObama @realDonaldTrump @POTUS @FLOTUS @BernySwaggy @SuzanneMonyak @TatianaYSanchez @itscaitlinhd @Tanvim
108,2020-09-14 23:59:49+00:00,AMEIN V'AMEIN!!!! @realDonaldTrump @POTUS Our GREAT MR PRESIDENT TRUMP is THE FIRST PRESIDENT TO TRUUUUULY SUPPORT Our YISRAEL w/ putting the Embassy in the RIGHTFUL CAPITAL of YERUSHALAYIM!!!! And NOT funding Yisrael's ENEMIES!!!! B'H!! B'H!! 
109,2020-09-14 23:59:48+00:00,You are the WINNER of tweet of the day for Monday. !!!
110,2020-09-14 23:59:48+00:00,"Arson=Climate change and Riots=Peaceful Protests Thanks, got it! 🖓"
111,2020-09-14 23:59:48+00:00,Laughable. The entire IQ's of @realDonaldTrump + @DonaldJTrumpJr + @IvankaTrump doesn't equal Barac Obama's.
112,2020-09-14 23:59:48+00:00,The Donald doesn't condone drug use pal
113,2020-09-14 23:59:48+00:00,That says it all!?
114,2020-09-14 23:59:48+00:00,He’s a slightly more intelligent Adam Carolla.
115,2020-09-14 23:59:48+00:00,Yeah and @algore got the Nobel for it too. 
116,2020-09-14 23:59:48+00:00,"Yeah - we have never had wildfires, floods or hurricanes."
117,2020-09-14 23:59:48+00:00,"We were slow on this, and like I said having no mask rallies, no distance rallies that's taking it seriously????"
118,2020-09-14 23:59:48+00:00,Fuck Donald Trump.
119,2020-09-14 23:59:47+00:00,لعبت وليس لعبة
120,2020-09-14 23:59:47+00:00,
121,2020-09-14 23:59:47+00:00,@realDonaldTrump Have you noticed the raging fires in California through Washington miraculously stop at the Canadian border?
122,2020-09-14 23:59:47+00:00,"“I don’t thinks science knows, actually” wow. What an intelligent man. How does someone watch this and think, “yeah, he’s the guy I want to lead our country.” Like what? Shut the hell up @realDonaldTrump "
123,2020-09-14 23:59:47+00:00,He knows how to kiss ass in response to massive federal help: see coronavirus. He’ll be back to talking smack when the dopamine hit of helicopter money wears off.
124,2020-09-14 23:59:47+00:00,It’s gonna be long night
125,2020-09-14 23:59:47+00:00, . Sure Joe.
126,2020-09-14 23:59:47+00:00,It will be awesome #LoserJeffTiedrich
127,2020-09-14 23:59:47+00:00,"Aka.... cuz I believe whatever CNN and MSNBC tells me to because reading is hard and I'm too lazy to research for myself so ""Orange man bad!"""
128,2020-09-14 23:59:47+00:00,"Hey, Rona... .@realDonaldTrump is president*, unfortunately. #wtf are you #Cult45 #MAGAts smoking?"
129,2020-09-14 23:59:46+00:00,"and OANN and many posts on fb and fox news and many sites on the internet put out just any crap because they know that if it stokes the fear that magats already have, they can sell advertising. I judge trump entirely by the words that have come out of his own mouth."
130,2020-09-14 23:59:46+00:00,How about acting against the arsonists setting the fires burning down those suburbs
131,2020-09-14 23:59:46+00:00,Kool-Aid time
132,2020-09-14 23:59:46+00:00,Instead of presidenting. Because he doesn’t have the slightest idea how.
133,2020-09-14 23:59:46+00:00,"Whatever you say, draft dodger."
134,2020-09-14 23:59:46+00:00,I have never liked any of his tweets!
135,2020-09-14 23:59:45+00:00,Wow! God has Blessed you with BEAUTIFUL talent! Just amazing 
136,2020-09-14 23:59:45+00:00,@realDonaldTrump @HeikoMaas @PetrBystronAfD @Europarl_EN @GermanyUNGeneva @GermanyDiplo @israelipm_farsi @EmmanuelMacron @Bundestag @FIFAcom @Olympics #BanIRSports4Navid
137,2020-09-14 23:59:45+00:00,.@realDonaldTrump 
138,2020-09-14 23:59:45+00:00,LOL! I wish we could spell out that word instead of using an innocent kitty! #BidenHarris2020
139,2020-09-14 23:59:45+00:00,@realDonaldTrump You know how to destroy them. Call the bluff and DO IT 
140,2020-09-14 23:59:45+00:00,Where can we watch?
141,2020-09-14 23:59:45+00:00,@realDonaldTrump approximately 50% of California fires are on federal land! What do you say about that? PS dead trees don’t explode! #youreanidiot
142,2020-09-14 23:59:45+00:00,What is his intention???????? #TrumpRally Wake up Latinas! Wake up #latinos.This election is about saving our democracy! #VoteBlue up and down the ballot! Trump just mocked scientists about climate change! #TrumpRally Save our planet #VoteBidenHarris2020 this time
143,2020-09-14 23:59:45+00:00,You’ve been taking credit when it grows but also take blame when it dives Got to take good with bad Mr Pres Like a QB you get the glory and the blame as leader. A winning QB unites and carries the burdens and shares the victories. No winning QB blames others. Lesson #1
144,2020-09-14 23:59:44+00:00,Aí sim vi Vantagem 
145,2020-09-14 23:59:44+00:00,
146,2020-09-14 23:59:44+00:00,"Your problem @realDonaldTrump is that you don't understand Americans as a whole. Only your uneducated base. Churchill was honest in 1940. He promised the British qblood, sweat and tears but also that they would prevail. Had you been truthful thousands would still be alive. https://twitter.com/realDonaldTrump/status/1305623700587253761"
147,2020-09-14 23:59:44+00:00,Even Fox isn't covering your super-spreader events. #TrumpIsACompleteFailure #TrumpLiedAmericansDied #TrumpKnewAndDidNothing #DonTheConGotConned #TrumpIsANationalDisgrace
148,2020-09-14 23:59:44+00:00,Please pray for their souls instead of the CONMAN who allowed them to die.
149,2020-09-14 23:59:44+00:00,We have had reliable(?) surface temperature records since the late 1800s. This will continue to vary for the next billion years. Then our sun will explode. Good day.
150,2020-09-14 23:59:44+00:00,"I would love it if Biden went on Rogan, but there is a no chance that Biden uses Twitter so we are all just trying to convince an intern"
151,2020-09-14 23:59:44+00:00,@realDonaldTrump knows nothing. Remember he paid someone to take his SAT
152,2020-09-14 23:59:44+00:00,Can we all send @realDonaldTrump a message? As Governor Newsome told Trump to his face! Climate change is Real! Repeat! Climate change is Real!
153,2020-09-14 23:59:44+00:00,Lol
154,2020-09-14 23:59:44+00:00,"Bullshit. Write a movie, bro. Quit tomorrow. Blame the Covid."
155,2020-09-14 23:59:43+00:00,If you would start actually you wouldn't be so disenfranchised and out of your head. Like a mad slug in salt. Wake up please.
156,2020-09-14 23:59:43+00:00,Thank you!
157,2020-09-14 23:59:43+00:00, 
158,2020-09-14 23:59:43+00:00,I hope you ran like hell after them and got a tag #!
159,2020-09-14 23:59:43+00:00,"Flaw? Fox? Huh? Once again, untraceable donations are questionable. The Dems have a history of questionable voting practices, which began with Tammany Hall, to Daley giving bums whiskey to vote, to ACORN, to busing in people to vote, to Black Panther intimidation, on and on.."
160,2020-09-14 23:59:43+00:00,100 what? Potatoes?
161,2020-09-14 23:59:43+00:00,@realDonaldTrump @SpeakerPelosi @FoxNews
162,2020-09-14 23:59:43+00:00,Being smart doesn’t have anything to do with fear and civil war lol right your the minority and most his base is older people and when he looses I seriously doubt most people are going to risk going to jail or getting shot over him and he’ll still be gone.
163,2020-09-14 23:59:43+00:00,
164,2020-09-14 23:59:43+00:00,"No Joe, it is your ANTIFA and BLM thugs, but thier time is coming."
165,2020-09-14 23:59:43+00:00,"Antifa and BLM are totally irrelevant. The corrupt politicians, d.a.'s and press are more dangerous & infinitely more evil!"
166,2020-09-14 23:59:42+00:00,So no one will hear? “oH yEaH lEt’S gO pRoTeSt In mY bEdRoOm ThAt WiLl MaKe A dIfFeReNcE.” Serious question: where do they protest besides the football field so they can be heard?
167,2020-09-14 23:59:42+00:00,"When you're about to drive into a sink hole, do you keep going because the person trying to warn you isn't a construction worker?! Who cares where good advice comes from?!"
168,2020-09-14 23:59:42+00:00,PEOPLE WHO PROMOTE VIOLENCE AND WARS NEED NOT BE IN OFFICE FOR THAT STYLE IS NOT FOR THE PEOPLE.
169,2020-09-14 23:59:42+00:00,"If Jim Jordan had any integrity, he would resign right now. However, we have sufficient proof already he has none."
170,2020-09-14 23:59:42+00:00,When did Lebron James “kneel at” the Pledge of Allegiance?
171,2020-09-14 23:59:42+00:00,"50 days until, just like @HillaryClinton you don't accept that @realDonaldTrump won the election. tick tock #FourMoreYears #KAG2020LandslideVictory"
172,2020-09-14 23:59:42+00:00,READ Mary Trumps book! All you need to know!
173,2020-09-14 23:59:42+00:00,"Hey Captain White Privledge, be careful not to choke on that silver spoon."
174,2020-09-14 23:59:42+00:00,Praying antif-ugh — I mean climate change doesn’t reach my house 
175,2020-09-14 23:59:42+00:00,"Remember PA that #TrumpHidTheTruth - back in Feb, he could have spun up testing, tracing, PPE production, secured our elections, etc. Instead, he called it a hoax and golfed/held rallies. 200K dead Americans from Covid-19 because #TrumpHidTheTruth. #BidenHarris2020"
176,2020-09-14 23:59:42+00:00,"Thank you @realDonaldTrump for spotlighting @AbbyJohnson &amp; @N1ckSandmann at #RNCConvention. Abby's speech exposed the brutality of abortion, as you did on the campaign trail in 2016. I'll be proud to cast my vote for you in November!! #LifeIsWinning"
177,2020-09-14 23:59:41+00:00,He RT even the triggered lunatic democrats.
178,2020-09-14 23:59:41+00:00,"I believe it was Donald Trump who once said: ""I am humble. I am the most humble."" "
179,2020-09-14 23:59:41+00:00,Excuse me while I vomit.
180,2020-09-14 23:59:41+00:00,Rigged Ballot Scam? Oh please explain? With facts please
181,2020-09-14 23:59:41+00:00,Puppet Biden?
182,2020-09-14 23:59:41+00:00,Hmm....Why don't I see @realDonaldTrump here? He said he was also there to yelp!!! #TrumpLies
183,2020-09-14 23:59:41+00:00,Sound like you will be taking the fifth
184,2020-09-14 23:59:41+00:00,You are cray cray
185,2020-09-14 23:59:41+00:00,What do you want them to do? Shoot them with real ones?
186,2020-09-14 23:59:41+00:00,"You are going to lose, fair and square Donnie. Start packin’"
187,2020-09-14 23:59:40+00:00,tRump’s both and a racist like Wallace
188,2020-09-14 23:59:40+00:00,Joe and he's friend Alzheimer's can't do de job.
189,2020-09-14 23:59:40+00:00,@TheRealTRizzo and @HammerNation19 bashing @realDonaldTrump today on their AM radio program @ESPNCleveland . Rizzo was arrested for wife beating so not sure why he thinks he's better than all Republicans.
190,2020-09-14 23:59:40+00:00,"Stop whining, old man!"
191,2020-09-14 23:59:40+00:00,"She has done the right thing, unlike you."
192,2020-09-14 23:59:40+00:00,"ON NOVEMBER 3RD, CAST YOUR VOTE TO DUMP TRUMP!! MAKE AMEICA RESPECTABLE AGAIN!!!"
193,2020-09-14 23:59:40+00:00,Lucky them!! How many people are you gonna infect in the state?#DumpTrump2020 #RepublicansVirus
194,2020-09-14 23:59:40+00:00,"Its really interesting that the liberal hoax death toll rises about 5,000 a day. Hes not responsible for one death. China and the Wuhan Virus are. If Obama were in office, as many if not more would be dead and you would still call him a hero."
195,2020-09-14 23:59:39+00:00,"Pathetic? You mean like your administration? Yourself? Wait, BOTH!!"
196,2020-09-14 23:59:39+00:00,"Maybe you should wait and see if it works, before you pat yourself on your back !"
197,2020-09-14 23:59:39+00:00,
198,2020-09-14 23:59:39+00:00,My dad was at Kent. He said it was crazy there.
199,2020-09-14 23:59:39+00:00,All Powerful Joe!
200,2020-09-14 23:59:39+00:00,Biden was V:P. GOP Amendments to ACA was the cause of the cost. The last place you want to talk about is Ukraine. https://i.insider.com/5dfb46ee855cc223ff506963?width=1200&amp;format=jpeg
201,2020-09-14 23:59:39+00:00,Lady g why aren't you asking this of Donald Trump it's been 4 years
202,2020-09-14 23:59:39+00:00,"I think I understand what you mean, the grammar leaves a lot to be desired."
203,2020-09-14 23:59:39+00:00,"I'm very sorry for your loss...that said, you're willing to keep giving the @Gop your vote, after all the racism, obvious power plays and lying?? How can you rectify that? I don't understand GOP voters who vote against their own interests."
204,2020-09-14 23:59:39+00:00,"Umm, what's that?"
205,2020-09-14 23:59:38+00:00,More like your last chance to stay out from behind bars.... Bring on November!
206,2020-09-14 23:59:38+00:00,Can't wait to VOTE RED IN PERSON FOR @realDonaldTrump
207,2020-09-14 23:59:38+00:00,
208,2020-09-14 23:59:38+00:00,Valid points
209,2020-09-14 23:59:38+00:00,"I WAS BORN, RIDED IN A CP COUNTRY CP SPEAK, THINK, SILENCE ME LIVE IN FEAR, DISARMED I DO NOT WANT TO LOSE WHAT I FOUND IN AMERICA “FREEDOM” MAY GOD BLESS MR TRUMP WITH WISDOM, KNOWLEDGE REVELATION, AS HE LEADS OUR COUNTRY VOTE In PERSON VOTE TRUMP RT"
210,2020-09-14 23:59:38+00:00,geriatric abuse
211,2020-09-14 23:59:38+00:00,
212,2020-09-14 23:59:38+00:00,"Of course, that’s Donald J Trump, for sure, not Biden, not Kamala and not you. @realDonaldTrump"
213,2020-09-14 23:59:38+00:00,Tell your followers to stop setting the fires.
214,2020-09-14 23:59:38+00:00,Do it @realDonaldTrump! 
215,2020-09-14 23:59:38+00:00,@TeamTrump @realDonaldTrump The most stupid people are always the ones who think they know more than others. 
216,2020-09-14 23:59:37+00:00,"I'm sure you meant being... Talk? Depends on if you intend to be civil or not. If so, fine. Let me know when you'll be here."
217,2020-09-14 23:59:37+00:00,"It's so pathetic, in fact, that I feel the need to again-tag the castrated-lapdog ""watchdogs"" of @AccuracyInMedia, @mmfa, and @theMRC in a reply to this comment, just-because. :) The late Noel Sheppard knows I'm right to mock this ironic stupidity. RIP dude, @RonPaul Was Right!"
218,2020-09-14 23:59:37+00:00,"You mean the President who added over 9k troops to Iraq and Afghanistan, more deployments in Africa, Asia, and Europe. And who is wrecking our alliances and putting our troops in danger. Try listening to military leaders about Trump"
219,2020-09-14 23:59:37+00:00,"Navajo VP praises Donald Trump on funding, public safety https://indiancountrytoday.com/news/navajo-vp-praises-donald-trump-on-funding-public-safety-3Ka95NJCiUiUtnk2f0f02g via @IndianCountry"
220,2020-09-14 23:59:37+00:00,Then why won't Biden agree when Trump will? He must be afraid.
221,2020-09-14 23:59:37+00:00,Wel there you have a good following. Nevada no so much.
222,2020-09-14 23:59:37+00:00,Loser's and Sucker's....... Sucker's and Loser's
223,2020-09-14 23:59:37+00:00,You father is holding rallies when people are dying. He's having them sign NDA's so they can't sue him if they get sick. How twisted is that?
224,2020-09-14 23:59:37+00:00,"What kind of misleading propaganda bullshit is this?! Guess you like many Democrats are really just China puppets, with little regard for the truth or for people!! "
225,2020-09-14 23:59:36+00:00,@realDonaldTrump 
226,2020-09-14 23:59:36+00:00,"Soros & crew pushing this agenda. They won’t win. Anyway, he’s 89 & will never live to gloat."
227,2020-09-14 23:59:36+00:00,What was your GPA Donald?? It's showing
228,2020-09-14 23:59:36+00:00,"Did I miss the response to this?? Joe's handlers are growing balls by at-ing the President. Go get him, @realDonaldTrump!!! "
229,2020-09-14 23:59:36+00:00,You people are nuts! Creating facts/figures & drama where you want to create your own narrative against @realDonaldTrump ... I recently subscribed to @foxnation &amp; can see for myself what is REALLY going on! @Loomer4Congress #noagenda
230,2020-09-14 23:59:36+00:00,Because Steve Mnuchin iis a great source for knowing what other people think?
231,2020-09-14 23:59:36+00:00,what a jerk
232,2020-09-14 23:59:36+00:00,"I have NEVER in my life felt racist against white people,,, until today... this fucking pussy Donald Trump pussy cracker ass Nigerian just makes me hate all white people. I wish they all became extinct ... thanks hitler! I mean donald Trump!"
233,2020-09-14 23:59:36+00:00,"Unlike @CalforNC, President @realdonaldTrump and Senator @ThomTillis have earned the support of police groups because they respect the brave work of our men and women in blue. #ncsenatedebate #ncpol #ncsen"
234,2020-09-14 23:59:36+00:00,
235,2020-09-14 23:59:36+00:00,
236,2020-09-14 23:59:36+00:00,"She won't say ""Hello Brad"" or ""Hi Brad""... "
237,2020-09-14 23:59:36+00:00,"If you believed that, you wouldn’t have shipped our jobs overseas to countries with fewer environmental regulations. Seriously, deals such as NAFTA destroyed the environment. Who’s has stronger environmental regulations the #USA or #China ? @DonaldJTrumpJr @POTUS @PeteHegseth"
238,2020-09-14 23:59:36+00:00,I know it’s so disgusting
239,2020-09-14 23:59:35+00:00,imagine being the president of the united states and STILL not having a real job
240,2020-09-14 23:59:35+00:00,Because the @Democrats want a contested election!!! @realDonaldTrump
241,2020-09-14 23:59:35+00:00,F the national anthem 
242,2020-09-14 23:59:35+00:00,"Remember PA that #TrumpHidTheTruth - back in Feb, he could have spun up testing, tracing, PPE production, secured our elections, etc. Instead, he called it a hoax and golfed/held rallies. 200K dead Americans from Covid-19 because #TrumpHidTheTruth. #BidenHarris2020"
243,2020-09-14 23:59:35+00:00,No and the media ought to be regulated to stop them from getting away with this crap
244,2020-09-14 23:59:35+00:00,So you’re just happy listening to trumps lies. Nothing but continuous lies. You clearly enjoy living in the violent Trump America.
245,2020-09-14 23:59:35+00:00,Genuinely impressed you guys are getting people to come to an event that will kill some of them
246,2020-09-14 23:59:35+00:00,Not after 4pm.
